series_id,series_key,entity_id,obs_date,freq,value,unit,definition_version,basis,basis_note,source_url,source_doc,vintage
7,hedge_cost_recurring,cathay_life,2014-01-01,Q,58.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2014-05-06
7,hedge_cost_recurring,cathay_life,2014-10-01,Q,34.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2015-03-23
7,hedge_cost_recurring,cathay_life,2015-01-01,Q,140.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2015-05-05
7,hedge_cost_recurring,cathay_life,2015-04-01,Q,103.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2015-08-24
7,hedge_cost_recurring,cathay_life,2015-07-01,Q,53.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2015-11-09
7,hedge_cost_recurring,cathay_life,2015-10-01,Q,58.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2016-03-22
7,hedge_cost_recurring,cathay_life,2016-01-01,Q,68.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2016-05-03
7,hedge_cost_recurring,cathay_life,2016-04-01,Q,67.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2016-08-23
7,hedge_cost_recurring,cathay_life,2016-07-01,Q,80.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2016-11-15
7,hedge_cost_recurring,cathay_life,2016-10-01,Q,78.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2017-03-20
7,hedge_cost_recurring,cathay_life,2017-01-01,Q,155.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2017-05-15
7,hedge_cost_recurring,cathay_life,2017-04-01,Q,111.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2017-08-29
7,hedge_cost_recurring,cathay_life,2017-07-01,Q,94.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2017-11-14
7,hedge_cost_recurring,cathay_life,2017-10-01,Q,89.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2018-03-22
7,hedge_cost_recurring,cathay_life,2018-07-01,Q,122.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2018-11-14
7,hedge_cost_recurring,cathay_life,2018-10-01,Q,128.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2019-03-25
7,hedge_cost_recurring,cathay_life,2019-01-01,Q,132.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2019-05-20
7,hedge_cost_recurring,cathay_life,2019-04-01,Q,120.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2019-08-22
7,hedge_cost_recurring,cathay_life,2019-07-01,Q,130.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2019-11-18
7,hedge_cost_recurring,cathay_life,2019-10-01,Q,140.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2020-03-17
7,hedge_cost_recurring,cathay_life,2020-01-01,Q,169.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2020-05-19
7,hedge_cost_recurring,cathay_life,2020-04-01,Q,184.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2020-08-25
7,hedge_cost_recurring,cathay_life,2020-07-01,Q,183.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2020-11-16
7,hedge_cost_recurring,cathay_life,2020-10-01,Q,172.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2021-03-22
7,hedge_cost_recurring,cathay_life,2021-01-01,Q,140.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2021-05-17
7,hedge_cost_recurring,cathay_life,2021-04-01,Q,139.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2021-08-25
7,hedge_cost_recurring,cathay_life,2021-07-01,Q,126.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2021-11-16
7,hedge_cost_recurring,cathay_life,2021-10-01,Q,110.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2022-03-22
7,hedge_cost_recurring,cathay_life,2022-10-01,Q,14.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2023-03-22
7,hedge_cost_recurring,cathay_life,2023-01-01,Q,181.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2023-05-26
7,hedge_cost_recurring,cathay_life,2023-04-01,Q,87.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2023-08-25
7,hedge_cost_recurring,cathay_life,2023-07-01,Q,49.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2023-11-24
7,hedge_cost_recurring,cathay_life,2023-10-01,Q,96.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2024-03-15
7,hedge_cost_recurring,cathay_life,2024-01-01,Q,121.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2024-05-24
7,hedge_cost_recurring,cathay_life,2024-04-01,Q,121.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2024-08-23
7,hedge_cost_recurring,cathay_life,2024-07-01,Q,128.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2024-11-27
7,hedge_cost_recurring,cathay_life,2024-10-01,Q,156.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2025-03-14
7,hedge_cost_recurring,cathay_life,2025-01-01,Q,80.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2025-05-23
7,hedge_cost_recurring,cathay_life,2025-04-01,Q,145.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2025-08-22
7,hedge_cost_recurring,cathay_life,2025-07-01,Q,158.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2025-11-28
7,hedge_cost_recurring,cathay_life,2025-10-01,Q,157.0,bp of FX assets,deck_disclosed,IFRS4,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2026-03-27
7,hedge_cost_recurring,cathay_life,2026-01-01,Q,126.0,bp of FX assets,deck_disclosed,IFRS17,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2026-05-29
7,hedge_cost_recurring,cathay_life,2026-04-01,Q,121.0,bp of FX assets,deck_disclosed,IFRS17,the page states its base: 'Hedging cost is calculated based on FX assets'. Positive = cost.,https://www.cathayholdings.com/holdings/ir/financial_information/quarterly_reports,"國泰金控 results deck, hedging cost",2026-08-28
7,hedge_cost_recurring,fubon_life,2014-10-01,Q,55.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2014-12-31
7,hedge_cost_recurring,fubon_life,2015-01-01,Q,36.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2015-03-31
7,hedge_cost_recurring,fubon_life,2015-04-01,Q,27.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2015-06-30
7,hedge_cost_recurring,fubon_life,2015-07-01,Q,28.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2015-09-30
7,hedge_cost_recurring,fubon_life,2015-10-01,Q,28.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2015-12-31
7,hedge_cost_recurring,fubon_life,2016-01-01,Q,36.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2016-03-31
7,hedge_cost_recurring,fubon_life,2016-04-01,Q,30.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2016-06-30
7,hedge_cost_recurring,fubon_life,2016-07-01,Q,45.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2016-09-30
7,hedge_cost_recurring,fubon_life,2016-10-01,Q,52.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2016-12-31
7,hedge_cost_recurring,fubon_life,2017-01-01,Q,87.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2017-03-31
7,hedge_cost_recurring,fubon_life,2017-04-01,Q,88.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2017-06-30
7,hedge_cost_recurring,fubon_life,2017-04-01,Q,89.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2017-06-30
7,hedge_cost_recurring,fubon_life,2017-07-01,Q,85.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2017-09-30
7,hedge_cost_recurring,fubon_life,2017-10-01,Q,89.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2017-12-31
7,hedge_cost_recurring,fubon_life,2018-01-01,Q,125.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2018-03-31
7,hedge_cost_recurring,fubon_life,2018-04-01,Q,130.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2018-06-30
7,hedge_cost_recurring,fubon_life,2018-07-01,Q,132.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2018-09-30
7,hedge_cost_recurring,fubon_life,2018-10-01,Q,134.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2018-12-31
7,hedge_cost_recurring,fubon_life,2019-01-01,Q,127.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2019-03-31
7,hedge_cost_recurring,fubon_life,2019-04-01,Q,114.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2019-06-30
7,hedge_cost_recurring,fubon_life,2019-10-01,Q,101.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2019-12-31
7,hedge_cost_recurring,fubon_life,2020-01-01,Q,70.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2020-03-31
7,hedge_cost_recurring,fubon_life,2020-04-01,Q,60.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2020-06-30
7,hedge_cost_recurring,fubon_life,2020-07-01,Q,49.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2020-09-30
7,hedge_cost_recurring,fubon_life,2021-01-01,Q,26.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2021-03-31
7,hedge_cost_recurring,fubon_life,2021-04-01,Q,25.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2021-06-30
7,hedge_cost_recurring,fubon_life,2021-04-01,Q,25.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2021-06-30
7,hedge_cost_recurring,fubon_life,2021-10-01,Q,21.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2021-12-31
7,hedge_cost_recurring,fubon_life,2022-01-01,Q,26.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2022-03-31
7,hedge_cost_recurring,fubon_life,2022-04-01,Q,29.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2022-06-30
7,hedge_cost_recurring,fubon_life,2022-04-01,Q,31.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2022-06-30
7,hedge_cost_recurring,fubon_life,2022-07-01,Q,37.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2022-09-30
7,hedge_cost_recurring,fubon_life,2022-07-01,Q,31.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2022-09-30
7,hedge_cost_recurring,fubon_life,2022-10-01,Q,51.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2022-12-31
7,hedge_cost_recurring,fubon_life,2022-10-01,Q,110.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2022-12-31
7,hedge_cost_recurring,fubon_life,2023-01-01,Q,141.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2023-03-31
7,hedge_cost_recurring,fubon_life,2023-04-01,Q,144.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2023-06-30
7,hedge_cost_recurring,fubon_life,2023-04-01,Q,147.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2023-06-30
7,hedge_cost_recurring,fubon_life,2023-07-01,Q,153.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2023-09-30
7,hedge_cost_recurring,fubon_life,2023-07-01,Q,147.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2023-09-30
7,hedge_cost_recurring,fubon_life,2023-10-01,Q,160.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2023-12-31
7,hedge_cost_recurring,fubon_life,2023-10-01,Q,198.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2023-12-31
7,hedge_cost_recurring,fubon_life,2024-01-01,Q,198.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2024-03-31
7,hedge_cost_recurring,fubon_life,2024-04-01,Q,182.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2024-06-30
7,hedge_cost_recurring,fubon_life,2024-04-01,Q,167.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2024-06-30
7,hedge_cost_recurring,fubon_life,2024-07-01,Q,185.0,bp of FX assets,deck_disclosed,IFRS4,recurring hedge cost only; the deck's headline bar is the all-in FX result (decisions 3.15/3.17). Positive = cost.,https://fubon.irpro.co/tw/conference.php,"富邦金控 results deck, 經常性避險成本 (legend-colour bound, sum-verified)",2024-09-30
